year,player,team,price_cr,pred_war,actual_war,shortfall,wasted_cr,wasted_median,wasted_ci_low,wasted_ci_high,pct_wasted
2021,Daniel Christian,RCB,4.0,3.9271626,-1.9857154185824897,5.912878018582489,4.0,4.0,0.0,4.0,100.0
2025,Mayank Yadav,LSG,11.0,3.043058,-0.8674722357417821,3.910530235741782,3.967712761642762,3.98239029935207,0.0,11.0,36.0
2025,Shubman Gill,GT,16.5,15.149526,11.26470588235294,3.8848201176470596,3.941626692102777,4.028077701773331,0.0,16.5,24.0
2014,Kieron Pollard,MI,7.5,7.123602,3.255454278646593,3.868147721353407,3.9247105002940863,3.75044124515494,0.0,7.5,52.0
2022,Harpreet Brar,PBKS,3.8,4.4888916,0.0214449803455856,4.467446619654414,3.8,3.8,0.0,3.8,100.0
2012,Ravindra Jadeja,CSK,9.78,9.813091,6.105584349171991,3.707506650828009,3.7617204229531622,3.8288299307311346,0.0,9.78,38.0
2018,Sarfraz Khan,RCB,7.0,4.0505986,0.3536867704280155,3.6969118295719845,3.7509706767625723,3.8157860070199168,0.0,7.0,54.0
2025,Nitish Kumar Reddy,SRH,6.0,3.0892234,-0.5296325774236955,3.6188559774236952,3.6717734369972286,3.575199755482686,0.0,6.0,61.0
2018,Brendon McCullum,RCB,3.6,6.639059,2.655476653696498,3.9835823463035016,3.6,3.6,0.0,3.6,100.0
2018,Jaydev Unadkat,RR,11.5,4.6805005,1.151627411421121,3.5288730885788793,3.5804747550088165,3.328200169839949,0.0,11.5,31.0
2018,Marcus Stoinis,PBKS,6.2,3.1553931,-0.3675305114531824,3.5229236114531823,3.5744382804404897,4.123293814867791,0.0,6.2,58.0
2025,Mohsin Khan,LSG,4.0,2.503351,-1.0028460999903703,3.50619709999037,3.557467182152542,3.729148786327663,0.0,4.0,89.0
2014,Darren Sammy,SRH,3.5,2.793079,-1.965119240283427,4.758198240283427,3.5,3.5,0.0,3.5,100.0
2022,T Natarajan,SRH,4.0,3.4576178,0.115923566878979,3.341694233121021,3.390558838563037,3.135084872141136,0.0,4.0,85.0
2013,Johan Botha,DC,3.375,6.20102,2.0930157609974116,4.108004239002588,3.375,3.375,0.0,3.375,100.0
2016,Pawan Negi,DC,8.5,1.9765363,-1.342558666142638,3.319094966142638,3.36762910919428,2.78359864036867,0.0,8.5,40.0
2022,Kane Williamson,SRH,14.0,1.4505384,-1.8502118644067824,3.3007502644067825,3.3490161583160014,3.596105512023155,0.0,14.0,24.0
2022,Abdul Samad,SRH,4.0,3.015386,-0.1915480469419768,3.206934046941977,3.25382809407807,3.4657936505120803,0.0,4.0,81.0
2012,Parthiv Patel,DCH,3.25,5.88547,2.391893687707642,3.4935763122923578,3.25,3.25,0.0,3.25,100.0
2018,Shahbaz Nadeem,DC,3.2,2.6715689,-1.9274349376723856,4.599003837672385,3.2,3.2,0.0,3.2,100.0
2018,Washington Sundar,RCB,3.2,5.60216,1.986816315522753,3.6153436844772466,3.2,3.2,0.0,3.2,100.0
2015,Aaron Finch,MI,3.2,3.3180761,-1.286130952380952,4.604207052380952,3.2,3.2,0.0,3.2,100.0
2025,MS Dhoni,CSK,4.0,3.6548295,0.5764705882352928,3.078358911764707,3.1233728427645544,3.360012940608336,0.0,4.0,78.0
