match_number,team1,team2,match_date,toss_winner,toss_decision,result,eliminator,winner,player_of_match,venue,city,team1_players,team2_players,match_type,gender,event_name
1198246,Pakistan,England,2020-09-01,England,field,Win,NA,Pakistan,Mohammad Hafeez,Old Trafford,Manchester,"Babar Azam, Fakhar Zaman, Haider Ali, Mohammad Hafeez, Shadab Khan, Imad Wasim, Shoaib Malik, Sarfraz Ahmed, Wahab Riaz, Haris Rauf, Shaheen Shah Afridi","T Banton, JM Bairstow, DJ Malan, EJG Morgan, MM Ali, SW Billings, L Gregory, CJ Jordan, TK Curran, AU Rashid, S Mahmood",T20,male,Pakistan tour of England
1187019,India,West Indies,2019-12-08,West Indies,field,Win,NA,West Indies,LMP Simmons,Greenfield International Stadium,Thiruvananthapuram,"RG Sharma, KL Rahul, S Dube, V Kohli, RR Pant, SS Iyer, RA Jadeja, Washington Sundar, DL Chahar, B Kumar, YS Chahal","LMP Simmons, E Lewis, SO Hetmyer, N Pooran, BA King, KA Pollard, JO Holder, K Pierre, KOK Williams, SS Cottrell, HR Walsh",T20,male,West Indies tour of India
1373569,South Africa,Australia,2023-09-01,Australia,field,Win,NA,Australia,SA Abbott,"Kingsmead, Durban",Durban,"RR Hendricks, T Bavuma, HE van der Dussen, AK Markram, D Brevis, T Stubbs, BC Fortuin, G Coetzee, L Ngidi, LB Williams, T Shamsi","MW Short, TM Head, MR Marsh, JP Inglis, MP Stoinis, TH David, AM Hardie, SA Abbott, NT Ellis, A Zampa, JP Behrendorff",T20,male,Australia tour of South Africa
1478908,India,Australia,2025-10-31,Australia,field,Win,NA,Australia,JR Hazlewood,Melbourne Cricket Ground,Melbourne,"Shubman Gill, Abhishek Sharma, SV Samson, SA Yadav, Tilak Varma, AR Patel, Harshit Rana, S Dube, Kuldeep Yadav, CV Varun, JJ Bumrah","MR Marsh, TM Head, JP Inglis, TH David, MJ Owen, MP Stoinis, MW Short, XC Bartlett, NT Ellis, MP Kuhnemann, JR Hazlewood",T20,male,India tour of Australia
1420225,India,Zimbabwe,2024-07-10,India,bat,Win,NA,India,Washington Sundar,Harare Sports Club,Harare,"YBK Jaiswal, Shubman Gill, Abhishek Sharma, RD Gaikwad, SV Samson, RK Singh, S Dube, Washington Sundar, Ravi Bishnoi, Avesh Khan, KK Ahmed","W Madhevere, T Marumani, BJ Bennett, D Myers, Sikandar Raza, J Campbell, C Madande, WP Masakadza, B Muzarabani, R Ngarava, TL Chatara",T20,male,India tour of Zimbabwe
1450824,Nepal,Oman,2024-09-29,Oman,field,Win,NA,Nepal,Gulsan Jha,"Maple Leaf North-West Ground, King City",King City,"AK Sah, Aasif Sheikh, D Khanal, Kushal Malla, RK Paudel, K Bhurtel, Gulsan Jha, DS Airee, S Lamichhane, Karan KC, R Dhakal","KH Prajapati, Aqib Ilyas, Shoaib Khan, Ayan Khan, Zeeshan Maqsood, Khalid Kail, PS Athavale, Rafiullah, Shakeel Ahmed, Fayyaz Butt, Kaleemullah",T20,male,Canada T20 Tri-Series
1327508,South Africa,India,2022-10-04,India,field,Win,NA,South Africa,RR Rossouw,"Holkar Cricket Stadium, Indore",Indore,"Q de Kock, T Bavuma, RR Rossouw, T Stubbs, DA Miller, AK Markram, D Pretorius, WD Parnell, KA Maharaj, K Rabada, L Ngidi","RG Sharma, RR Pant, SS Iyer, KD Karthik, SA Yadav, AR Patel, HV Patel, R Ashwin, DL Chahar, UT Yadav, Mohammed Siraj",T20,male,South Africa tour of India
565820,India,New Zealand,2012-09-11,India,field,Win,NA,New Zealand,BB McCullum,"MA Chidambaram Stadium, Chepauk",Chennai,"G Gambhir, V Kohli, SK Raina, Yuvraj Singh, MS Dhoni, RG Sharma, MK Tiwary, IK Pathan, R Ashwin, Z Khan, L Balaji","RJ Nicol, MJ Guptill, BB McCullum, KS Williamson, LRPL Taylor, JEC Franklin, JDP Oram, DL Vettori, RM Hira, AF Milne, KD Mills",T20,male,New Zealand in India T20I Series
412686,Sri Lanka,Zimbabwe,2010-05-03,Sri Lanka,bat,Win,NA,Sri Lanka,DPMD Jayawardene,Providence Stadium,Guyana,"DPMD Jayawardene, TM Dilshan, NLTC Perera, KC Sangakkara, LD Chandimal, AD Mathews, CK Kapugedera, ST Jayasuriya, SL Malinga, S Randiv, BAW Mendis","H Masakadza, T Taibu, BRM Taylor, CR Ervine, E Chigumbura, CK Coventry, GA Lamb, AG Cremer, P Utseya, RW Price, CB Mpofu",T20,male,ICC World Twenty20
1317151,Bangladesh,West Indies,2022-07-07,Bangladesh,bat,Win,NA,West Indies,N Pooran,"Providence Stadium, Guyana",Providence,"Liton Das, Anamul Haque, Shakib Al Hasan, Afif Hossain, Mahmudullah, Nurul Hasan, Mosaddek Hossain, Mahedi Hasan, Shoriful Islam, Mustafizur Rahman, Nasum Ahmed","BA King, KR Mayers, SSJ Brooks, OF Smith, N Pooran, R Powell, AJ Hosein, R Shepherd, DC Drakes, OC McCoy, HR Walsh",T20,male,Bangladesh tour of West Indies
249227,Australia,England,2007-01-09,Australia,bat,Win,NA,Australia,CL White,Sydney Cricket Ground,,"AC Gilchrist, ML Hayden, RT Ponting, MEK Hussey, A Symonds, MJ Clarke, CL White, GB Hogg, NW Bracken, BW Hilfenhaus, SM Harwood","EC Joyce, MP Vaughan, A Flintoff, KP Pietersen, IR Bell, PD Collingwood, PA Nixon, JWM Dalrymple, J Lewis, MS Panesar, JM Anderson",T20,male,
1375852,West Indies,Australia,2024-02-13,West Indies,bat,Win,NA,West Indies,AD Russell,Perth Stadium,Perth,"J Charles, KR Mayers, N Pooran, RL Chase, R Powell, SE Rutherford, AD Russell, R Shepherd, JO Holder, AJ Hosein, AS Joseph","MR Marsh, DA Warner, AM Hardie, JP Inglis, GJ Maxwell, TH David, MS Wade, A Zampa, XC Bartlett, SH Johnson, JP Behrendorff",T20,male,West Indies tour of Australia
1502165,Namibia,Zimbabwe,2025-09-16,Zimbabwe,field,Win,NA,Zimbabwe,BJ Bennett,"Queens Sports Club, Bulawayo",Bulawayo,"JN Frylinck, MB Kruger, JN Loftie-Eaton, MG Erasmus, JJ Smit, R Trumpelmann, A Busing-Volschenk, ZE Green, JI de Villiers, BM Scholtz, JT Brassell","T Marumani, BJ Bennett, BRM Taylor, Sikandar Raza, RP Burl, T Munyonga, T Musekiwa, WP Masakadza, B Evans, R Ngarava, TT Maposa",T20,male,Namibia tour of Zimbabwe
919603,Zimbabwe,Pakistan,2015-09-27,Pakistan,bat,Win,NA,Pakistan,Imad Wasim,Harare Sports Club,,"H Masakadza, CJ Chibhabha, CR Ervine, Sikandar Raza, SC Williams, E Chigumbura, R Mutumbami, LM Jongwe, AG Cremer, P Utseya, T Panyangara","Ahmed Shehzad, Mukhtar Ahmed, Sohaib Maqsood, Shoaib Malik, Umar Akmal, Mohammad Rizwan, Imad Wasim, Shahid Afridi, Wahab Riaz, Imran Khan (1), Sohail Tanvir",T20,male,Pakistan in Zimbabwe T20I Series
1263471,Australia,Sri Lanka,2022-02-11,Sri Lanka,field,Win,NA,Australia,A Zampa,Sydney Cricket Ground,Sydney,"AJ Finch, BR McDermott, JP Inglis, GJ Maxwell, SPD Smith, MP Stoinis, MS Wade, PJ Cummins, MA Starc, A Zampa, JR Hazlewood","P Nissanka, MD Gunathilaka, WIA Fernando, KIC Asalanka, PWH de Silva, MD Shanaka, LD Chandimal, C Karunaratne, PVD Chameera, B Fernando, M Theekshana",T20,male,Sri Lanka tour of Australia
1476795,Canada,Namibia,2025-03-19,Namibia,field,Win,NA,Namibia,JJ Smit,"Namibia Cricket Ground, Windhoek",Windhoek,"A Johnson, NS Dhaliwal, YS Samra, NR Kirton, S Movva, K Tathgur, D Heyliger, Saad Bin Zafar, Akhil Kumar, Shahid Ahmadzai, Kaleem Sana","JP Kotze, N Davin, JN Loftie-Eaton, MG Erasmus, JJ Smit, MB Kruger, R Trumpelmann, ZE Green, H Klazinge, BM Scholtz, T Lungameni",T20,male,Canada tour of Namibia
412690,New Zealand,South Africa,2010-05-06,South Africa,bat,Win,NA,South Africa,JA Morkel,"Kensington Oval, Bridgetown",Barbados,"BB McCullum, JD Ryder, MJ Guptill, LRPL Taylor, SB Styris, GJ Hopkins, JDP Oram, NL McCullum, DL Vettori, SE Bond, TG Southee","JH Kallis, GC Smith, HH Gibbs, AB de Villiers, JA Morkel, MV Boucher, JP Duminy, DW Steyn, J Botha, M Morkel, CK Langeveldt",T20,male,ICC World Twenty20
1263164,West Indies,Pakistan,2021-07-28,Pakistan,field,No Result,NA,,,"Kensington Oval, Bridgetown, Barbados",Bridgetown,"LMP Simmons, E Lewis, CH Gayle, N Pooran, AD Russell, KA Pollard, SO Hetmyer, JO Holder, DJ Bravo, HR Walsh, AJ Hosein","Sharjeel Khan, Mohammad Rizwan, Babar Azam, Mohammad Hafeez, Fakhar Zaman, Azam Khan, Shadab Khan, Hasan Ali, Mohammad Wasim, Shaheen Shah Afridi, Usman Qadir",T20,male,Pakistan tour of West Indies
1496938,Pakistan,India,2025-09-28,India,field,Win,NA,India,Tilak Varma,Dubai International Cricket Stadium,Dubai,"Sahibzada Farhan, Fakhar Zaman, Saim Ayub, Mohammad Haris, Agha Salman, Hussain Talat, Mohammad Nawaz, Shaheen Shah Afridi, Faheem Ashraf, Haris Rauf, Abrar Ahmed","Abhishek Sharma, Shubman Gill, SA Yadav, Tilak Varma, SV Samson, S Dube, RK Singh, AR Patel, Kuldeep Yadav, CV Varun, JJ Bumrah",T20,male,Men's T20 Asia Cup
1120292,Sri Lanka,Pakistan,2017-10-27,Pakistan,field,Win,NA,Pakistan,Shadab Khan,Sheikh Zayed Stadium,Abu Dhabi,"MD Gunathilaka, EMDY Munaweera, S Samarawickrama, S Prasanna, NLTC Perera, MD Shanaka, I Udana, ML Udawatte, SS Pathirana, SMA Priyanjan, JRMVB Sanjaya","Ahmed Shehzad, Fakhar Zaman, Babar Azam, Shoaib Malik, Mohammad Hafeez, Sarfraz Ahmed, Imad Wasim, Faheem Ashraf, Shadab Khan, Hasan Ali, Usman Shinwari",T20,male,Sri Lanka tour of United Arab Emirates and Pakistan
1327230,England,Pakistan,2022-09-23,Pakistan,field,Win,NA,England,HC Brook,"National Stadium, Karachi",Karachi,"PD Salt, WG Jacks, DJ Malan, BM Duckett, HC Brook, MM Ali, SM Curran, LA Dawson, AU Rashid, MA Wood, RJW Topley","Mohammad Rizwan, Babar Azam, Haider Ali, Shan Masood, Iftikhar Ahmed, Khushdil Shah, Mohammad Nawaz, Usman Qadir, Haris Rauf, Mohammad Hasnain, Shahnawaz Dhani",T20,male,England tour of Pakistan
645647,West Indies,Pakistan,2013-07-28,Pakistan,bat,Win,NA,Pakistan,Umar Akmal,"Arnos Vale Ground, Kingstown",St Vincent,"J Charles, CH Gayle, MN Samuels, LMP Simmons, DJ Bravo, SP Narine, KA Pollard, DJG Sammy, CD Barnwell, TL Best, S Badree","Ahmed Shehzad, Mohammad Hafeez, Umar Amin, Haris Sohail, Umar Akmal, Shahid Afridi, Hammad Azam, Sohail Tanvir, Zulfiqar Babar, Saeed Ajmal, Asad Ali",T20,male,Pakistan in West Indies T20I Series
1426830,Pakistan,Ireland,2024-05-10,Ireland,field,Win,NA,Ireland,A Balbirnie,"Castle Avenue, Dublin",Dublin,"Saim Ayub, Mohammad Rizwan, Babar Azam, Fakhar Zaman, Azam Khan, Shadab Khan, Iftikhar Ahmed, Shaheen Shah Afridi, Imad Wasim, Naseem Shah, Abbas Afridi","A Balbirnie, PR Stirling, L Tucker, HT Tector, GH Dockrell, GJ Delany, C Campher, MR Adair, BJ McCarthy, CA Young, B White",T20,male,Pakistan tour of Ireland
287863,New Zealand,Sri Lanka,2007-09-15,New Zealand,bat,Win,NA,Sri Lanka,ST Jayasuriya,New Wanderers Stadium,Johannesburg,"L Vincent, BB McCullum, PG Fulton, LRPL Taylor, SB Styris, CD McMillan, JDP Oram, DL Vettori, SE Bond, MR Gillespie, CS Martin","WU Tharanga, ST Jayasuriya, KC Sangakkara, DPMD Jayawardene, LPC Silva, TM Dilshan, J Mubarak, G Wijekoon, CRD Fernando, SL Malinga, WPUJC Vaas",T20,male,ICC World Twenty20
211048,New Zealand,Australia,2005-02-17,Australia,bat,Win,NA,Australia,RT Ponting,Eden Park,Auckland,"BB McCullum, SP Fleming, MS Sinclair, SB Styris, CD McMillan, CL Cairns, HJH Marshall, AR Adams, JW Wilson, KD Mills, DR Tuffey","AC Gilchrist, MJ Clarke, A Symonds, RT Ponting, DR Martyn, SM Katich, MEK Hussey, JR Hopes, B Lee, MS Kasprowicz, GD McGrath",T20,male,
556252,South Africa,India,2012-03-30,India,field,Win,NA,South Africa,CA Ingram,New Wanderers Stadium,Johannesburg,"RE Levi, JH Kallis, CA Ingram, F Behardien, JL Ontong, JA Morkel, J Botha, DJ Vilas, WD Parnell, J Theron, LL Tsotsobe","RV Uthappa, G Gambhir, V Kohli, RG Sharma, SK Raina, MS Dhoni, YK Pathan, IK Pathan, R Ashwin, P Kumar, R Vinay Kumar",T20,male,
1388219,Pakistan,New Zealand,2024-01-19,New Zealand,field,Win,NA,New Zealand,DJ Mitchell,"Hagley Oval, Christchurch",Christchurch,"Saim Ayub, Mohammad Rizwan, Babar Azam, Fakhar Zaman, Sahibzada Farhan, Iftikhar Ahmed, Mohammad Nawaz, Shaheen Shah Afridi, Mohammad Wasim, Haris Rauf, Zaman Khan","FH Allen, TL Seifert, WA Young, DJ Mitchell, GD Phillips, MS Chapman, MJ Santner, AF Milne, MJ Henry, TG Southee, LH Ferguson",T20,male,Pakistan tour of New Zealand
1287774,Pakistan,West Indies,2021-12-14,Pakistan,bat,Win,NA,Pakistan,Shadab Khan,"National Stadium, Karachi",Karachi,"Mohammad Rizwan, Babar Azam, Fakhar Zaman, Haider Ali, Iftikhar Ahmed, Mohammad Nawaz, Asif Ali, Shadab Khan, Mohammad Wasim, Haris Rauf, Shaheen Shah Afridi","SD Hope, BA King, SSJ Brooks, N Pooran, R Powell, OF Smith, R Shepherd, DC Drakes, HR Walsh, AJ Hosein, O Thomas",T20,male,West Indies tour of Pakistan
1415716,Netherlands,South Africa,2024-06-08,South Africa,field,Win,NA,South Africa,DA Miller,"Nassau County International Cricket Stadium, New York",New York,"M Levitt, MP O'Dowd, Vikramjit Singh, SA Engelbrecht, BFW de Leede, SA Edwards, AT Nidamanuru, LV van Beek, TJG Pringle, PA van Meekeren, VJ Kingma","RR Hendricks, Q de Kock, AK Markram, T Stubbs, H Klaasen, DA Miller, M Jansen, KA Maharaj, K Rabada, A Nortje, OEG Baartman",T20,male,ICC Men's T20 World Cup
902653,England,Pakistan,2015-11-30,England,bat,No Result,NA,,Shoaib Malik,Sharjah Cricket Stadium,,"JJ Roy, JM Vince, JE Root, MM Ali, EJG Morgan, JC Buttler, SW Billings, CR Woakes, DJ Willey, CJ Jordan, AU Rashid","Ahmed Shehzad, Rafatullah Mohmand, Mohammad Hafeez, Shoaib Malik, Mohammad Rizwan, Umar Akmal, Shahid Afridi, Sohail Tanvir, Anwar Ali, Aamer Yamin, Mohammad Irfan",T20,male,Pakistan v England T20I Series
1443551,New Zealand,Pakistan,2025-03-21,Pakistan,field,Win,NA,Pakistan,Hassan Nawaz,"Eden Park, Auckland",Auckland,"TL Seifert, FH Allen, MS Chapman, DJ Mitchell, JDS Neesham, MJ Hay, MG Bracewell, KA Jamieson, IS Sodhi, JA Duffy, BV Sears","Mohammad Haris, Hassan Nawaz, Agha Salman, Irfan Khan, Shadab Khan, Abdul Samad, Khushdil Shah, Abbas Afridi, Shaheen Shah Afridi, Haris Rauf, Abrar Ahmed",T20,male,Pakistan tour of New Zealand
474466,England,Sri Lanka,2011-06-25,Sri Lanka,field,Win,NA,Sri Lanka,DPMD Jayawardene,County Ground,Bristol,"MJ Lumb, C Kieswetter, KP Pietersen, EJG Morgan, RS Bopara, SR Patel, LJ Wright, CR Woakes, SCJ Broad, GP Swann, JW Dernbach","DPMD Jayawardene, ST Jayasuriya, KC Sangakkara, AD Mathews, SHT Kandamby, BMAJ Mendis, KMDN Kulasekara, NLTC Perera, SL Malinga, S Randiv, RAS Lakmal",T20,male,
1422042,Namibia,Netherlands,2024-03-03,Netherlands,field,No Result,NA,,,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,"JP Kotze, MB Kruger, JN Frylinck, JJ Smit, JN Loftie-Eaton, ZE Green, R Trumpelmann, JT Brassell, BM Scholtz, B Shikongo, S Fouché","M Levitt, MP O'Dowd, SA Engelbrecht, SA Edwards, AT Nidamanuru, Vikramjit Singh, A Dutt, RE van der Merwe, VJ Kingma, NRJ Croes, T van der Gugten",T20,male,Nepal Tri-Nation T20I Series
1426451,Oman,Namibia,2024-04-02,Oman,bat,Win,NA,Oman,MG Erasmus,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,"KH Prajapati, PS Athavale, Aqib Ilyas, Zeeshan Maqsood, Khalid Kail, Ayan Khan, Rafiullah, Mehran Khan, Mohammad Nadeem, Fayyaz Butt, Kaleemullah","JP Kotze, MB Kruger, MG Erasmus, JN Frylinck, ZE Green, D Wiese, R Trumpelmann, BM Scholtz, DO Leicher, T Lungameni, B Shikongo",T20,male,Namibia tour of Oman
1257948,Nepal,Netherlands,2021-04-20,Nepal,bat,Win,NA,Netherlands,BFW de Leede,"Tribhuvan University International Cricket Ground, Kirtipur",Kirtipur,"K Bhurtel, Aasif Sheikh, G Malla, DS Airee, Kushal Malla, B Bhandari, Karan KC, Sompal Kami, A Bohara, Shahab Alam, S Lamichhane","MP O'Dowd, TP Visee, BN Cooper, BFW de Leede, A Dutt, PM Seelaar, SA Edwards, AJ Staal, PA van Meekeren, JL de Mey, VJ Kingma",T20,male,Nepal Tri-Nation T20I Series
1168248,India,Australia,2019-02-27,Australia,field,Win,NA,Australia,GJ Maxwell,M.Chinnaswamy Stadium,Bengaluru,"KL Rahul, S Dhawan, V Kohli, RR Pant, MS Dhoni, KD Karthik, V Shankar, KH Pandya, YS Chahal, JJ Bumrah, S Kaul","DJM Short, MP Stoinis, AJ Finch, GJ Maxwell, PSP Handscomb, AJ Turner, NM Coulter-Nile, PJ Cummins, JA Richardson, JP Behrendorff, A Zampa",T20,male,Australia tour of India
1041617,India,West Indies,2016-08-28,India,field,No Result,NA,,,Central Broward Regional Park Stadium Turf Ground,Lauderhill,"RG Sharma, AM Rahane, V Kohli, KL Rahul, MS Dhoni, RA Jadeja, R Ashwin, B Kumar, A Mishra, Mohammed Shami, JJ Bumrah","J Charles, E Lewis, MN Samuels, LMP Simmons, ADS Fletcher, KA Pollard, AD Russell, DJ Bravo, CR Brathwaite, SP Narine, S Badree",T20,male,West Indies v India T20I Series
661695,New Zealand,West Indies,2014-01-11,New Zealand,bat,Win,NA,New Zealand,L Ronchi,Eden Park,Auckland,"MJ Guptill, JD Ryder, BB McCullum, LRPL Taylor, C Munro, CJ Anderson, L Ronchi, NL McCullum, TG Southee, AF Milne, JDS Neesham","J Charles, LMP Simmons, ADS Fletcher, KOA Powell, DJ Bravo, AD Russell, CAK Walton, NO Miller, SP Narine, S Badree, TL Best",T20,male,West Indies in New Zealand T20I Series
478279,Pakistan,South Africa,2010-10-26,Pakistan,bat,Win,NA,South Africa,JP Duminy,Sheikh Zayed Stadium,Abu Dhabi,"Shahzaib Hasan, Imran Farhat, Mohammad Hafeez, Umar Akmal, Shahid Afridi, Misbah-ul-Haq, Abdul Razzaq, Zulqarnain Haider, Umar Gul, Saeed Ajmal, Shoaib Akhtar","GC Smith, LE Bosman, AB de Villiers, JP Duminy, CA Ingram, DA Miller, JA Morkel, J Botha, M Morkel, J Theron, LL Tsotsobe",T20,male,Pakistan v South Africa T20I Series
534233,England,South Africa,2012-09-08,South Africa,field,Win,NA,South Africa,DW Steyn,Riverside Ground,Chester-le-Street,"C Kieswetter, AD Hales, RS Bopara, EJG Morgan, JM Bairstow, JC Buttler, SR Patel, SCJ Broad, GP Swann, ST Finn, JW Dernbach","RE Levi, JH Kallis, F du Plessis, AB de Villiers, JP Duminy, JL Ontong, JA Morkel, J Botha, RJ Peterson, DW Steyn, LL Tsotsobe",T20,male,South Africa in England T20I Series
356005,Pakistan,Sri Lanka,2009-06-12,Sri Lanka,bat,Win,NA,Sri Lanka,TM Dilshan,Lord's,London,"Salman Butt, Kamran Akmal, Shoaib Malik, Younis Khan, Misbah-ul-Haq, Shahid Afridi, Fawad Alam, Sohail Tanvir, Umar Gul, Mohammad Amir, Saeed Ajmal","TM Dilshan, ST Jayasuriya, KC Sangakkara, DPMD Jayawardene, LPC Silva, J Mubarak, AD Mathews, KMDN Kulasekara, SL Malinga, BAW Mendis, M Muralitharan",T20,male,ICC World Twenty20
958417,Bangladesh,Zimbabwe,2016-01-17,Bangladesh,bat,Win,NA,Bangladesh,Sabbir Rahman,Sheikh Abu Naser Stadium,Khulna,"Tamim Iqbal, Soumya Sarkar, Sabbir Rahman, Mahmudullah, Mushfiqur Rahim, Shakib Al Hasan, Shuvagata Hom, Nurul Hasan, Mashrafe Mortaza, Al-Amin Hossain, Mustafizur Rahman","V Sibanda, H Masakadza, R Mutumbami, SC Williams, MN Waller, PJ Moor, N Madziva, AG Cremer, WP Masakadza, T Muzarabani, BV Vitori",T20,male,Walton T20 Cricket Series
1408104,Zimbabwe,Ireland,2023-12-09,Ireland,field,Win,NA,Ireland,HT Tector,Harare Sports Club,Harare,"W Madhevere, T Marumani, TS Kamunhukamwe, SC Williams, RP Burl, BJ Bennett, C Madande, LM Jongwe, T Gwandu, R Ngarava, B Muzarabani","A Balbirnie, PR Stirling, L Tucker, HT Tector, C Campher, GH Dockrell, MR Adair, GJ Delany, TF van Woerkom, CA Young, J Little",T20,male,Ireland tour of Zimbabwe
452153,Zimbabwe,India,2010-06-12,India,field,Win,NA,India,YK Pathan,Harare Sports Club,,"H Masakadza, BRM Taylor, CJ Chibhabha, T Taibu, CR Ervine, E Chigumbura, GA Lamb, P Utseya, RW Price, EC Rainsford, CB Mpofu","M Vijay, NV Ojha, SK Raina, RG Sharma, V Kohli, YK Pathan, R Ashwin, AB Dinda, PP Chawla, PP Ojha, R Vinay Kumar",T20,male,India in Zimbabwe T20I Series
1415736,Ireland,Pakistan,2024-06-16,Pakistan,field,Win,NA,Pakistan,Shaheen Shah Afridi,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,"A Balbirnie, PR Stirling, L Tucker, HT Tector, C Campher, GH Dockrell, GJ Delany, MR Adair, BJ McCarthy, J Little, B White","Mohammad Rizwan, Saim Ayub, Babar Azam, Fakhar Zaman, Usman Khan, Shadab Khan, Imad Wasim, Abbas Afridi, Shaheen Shah Afridi, Haris Rauf, Mohammad Amir",T20,male,ICC Men's T20 World Cup
1251577,South Africa,Pakistan,2021-04-14,Pakistan,field,Win,NA,Pakistan,Babar Azam,"SuperSport Park, Centurion",Centurion,"JN Malan, AK Markram, GF Linde, HE van der Dussen, H Klaasen, AL Phehlukwayo, PJ van Biljon, SSB Magala, BE Hendricks, LB Williams, T Shamsi","Mohammad Rizwan, Babar Azam, Fakhar Zaman, Mohammad Hafeez, Haider Ali, Asif Ali, Mohammad Nawaz (3), Faheem Ashraf, Hasan Ali, Shaheen Shah Afridi, Haris Rauf",T20,male,Pakistan tour of South Africa
446956,Australia,Sri Lanka,2010-10-31,Australia,bat,Win,NA,Sri Lanka,S Randiv,Western Australia Cricket Association Ground,Perth,"DA Warner, MJ Clarke, SR Watson, DJ Hussey, CL White, BJ Haddin, SPD Smith, JW Hastings, CJ McKay, PM Siddle, DP Nannes","DPMD Jayawardene, TM Dilshan, LD Chandimal, KC Sangakkara, NLTC Perera, AD Mathews, CK Kapugedera, S Randiv, SL Malinga, M Muralitharan, CRD Fernando",T20,male,
1336051,England,New Zealand,2023-09-05,England,bat,Win,NA,New Zealand,MJ Santner,"Trent Bridge, Nottingham",Nottingham,"JM Bairstow, WG Jacks, DJ Malan, HC Brook, LS Livingstone, MM Ali, SM Curran, Rehan Ahmed, BA Carse, AU Rashid, L Wood","FH Allen, TL Seifert, DJ Mitchell, GD Phillips, MS Chapman, R Ravindra, MJ Santner, KA Jamieson, IS Sodhi, TG Southee, MJ Henry",T20,male,New Zealand tour of England
1506014,Ireland,Bangladesh,2025-11-27,Bangladesh,field,Win,NA,Ireland,MJ Humphreys,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Chattogram,"PR Stirling, TH Tector, HT Tector, L Tucker, C Campher, GH Dockrell, GJ Delany, MR Adair, BJ McCarthy, MJ Humphreys, J Little","Tanzid Hasan, Parvez Hossain Emon, Liton Das, Saif Hassan, Towhid Hridoy, Jaker Ali, Tanzim Hasan Sakib, Rishad Hossain, Nasum Ahmed, Shoriful Islam, Mustafizur Rahman",T20,male,Ireland tour of Bangladesh
1272094,Bangladesh,New Zealand,2021-09-03,Bangladesh,bat,Win,NA,Bangladesh,Mahmudullah,"Shere Bangla National Stadium, Mirpur",Dhaka,"Mohammad Naim, Liton Das, Mushfiqur Rahim, Shakib Al Hasan, Mahmudullah, Afif Hossain, Nurul Hasan, Mahedi Hasan, Mohammad Saifuddin, Nasum Ahmed, Mustafizur Rahman","TA Blundell, R Ravindra, TWM Latham, WA Young, C de Grandhomme, HM Nicholls, CE McConchie, DAJ Bracewell, AY Patel, HK Bennett, BV Sears",T20,male,New Zealand tour of Bangladesh
1472522,West Indies,Australia,2025-07-25,Australia,field,Win,NA,Australia,TH David,"Warner Park, Basseterre, St Kitts",Basseterre,"BA King, SD Hope, SO Hetmyer, SE Rutherford, R Powell, R Shepherd, RL Chase, JO Holder, G Motie, AJ Hosein, J Blades","MR Marsh, GJ Maxwell, JP Inglis, C Green, TH David, MJ Owen, C Connolly, BJ Dwarshuis, SA Abbott, NT Ellis, A Zampa",T20,male,Australia tour of West Indies
1385688,England,Pakistan,2024-05-25,Pakistan,field,Win,NA,England,JC Buttler,"Edgbaston, Birmingham",Birmingham,"PD Salt, JC Buttler, WG Jacks, JM Bairstow, HC Brook, MM Ali, LS Livingstone, CJ Jordan, JC Archer, AU Rashid, RJW Topley","Mohammad Rizwan, Saim Ayub, Babar Azam, Fakhar Zaman, Shadab Khan, Azam Khan, Iftikhar Ahmed, Imad Wasim, Shaheen Shah Afridi, Mohammad Amir, Haris Rauf",T20,male,Pakistan tour of England
